label,text
0.0,Dunno y u ask me.
1.0,Email AlertFrom Jeri StewartSize 2KBSubject Lowcost prescripiton drvgsTo listen to email call 123
0.0,No he didnt. Spring is coming early yay
0.0,Lol you wont feel bad when I use her money to take you out to a steak dinner D
0.0,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
0.0,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
0.0,Then why no one talking to me
0.0,Thanks for looking out for me. I really appreciate.
1.0,Hi. Customer Loyalty OfferThe NEW Nokia6650 Mobile from ONLY 10 at TXTAUCTION Txt word START to No 81151  get yours Now 4TCtxt TC 150pMTmsg
0.0,Wish i were with you now
0.0,Haha mayb ure rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
0.0,Yes i will be there. Glad you made it.
0.0,Do well all will for little time. Thing of good times ahead
0.0,Just got up. have to be out of the room very soon. . i hadnt put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
0.0,Ok. There may be a free gym about.
0.0,Men like shorter ladies. Gaze up into his eyes.
0.0,Dunno he jus say go lido. Same time 930.
0.0,I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl
1.0,U are subscribed to the best Mobile Content Service in the UK for 3 per 10 days until you send STOP to 82324. Helpline 08706091795
0.0,Is there a reason weve not spoken this year Anyways have a great week and all the best in your exam
0.0,By monday next week. Give me the full gist
1.0,Do you realize that in about 40 years, well have thousands of old ladies running around with tattoos
1.0,You have an important customer service announcement from PREMIER.
0.0,Dont gimme that lip caveboy
0.0,When did you get to the library
0.0,Realy sorryi dont recognise this number and am now confused  who r u please 
0.0,So why didnt you holla
0.0,Cant think of anyone with  spare room off  top of my head
0.0,Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this ChristmasMerry Christmas
0.0,U should have made an appointment
0.0,Call me when youcarlos isare here, my phones vibrate is acting up and I might not hear texts
1.0,Romantic Paris. 2 nights, 2 flights from 79 Book now 4 next year. Call 08704439680TsCs apply.
0.0,We are at grandmas. Oh dear, u still ill I felt Shit this morning but i think i am just hungover Another night then. We leave on sat.
1.0,Urgent Ur 500 guaranteed award is still unclaimed Call 09066368327 NOW closingdate040902 claimcode M39M51 1.50pmmorefrommobile2BremovedMobyPOBox734LS27YF
0.0,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
0.0,Wishing you and your family Merry X mas and HAPPY NEW Year in advance..
1.0,UR awarded a City Break and could WIN a 200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231WinawkAge16 1.50perWKsub
0.0,Im nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...
0.0,Sorry, Ill call later
0.0,I cant pick the phone right now. Pls send a message
0.0,Lol I know Theyre so dramatic. Schools already closed for tomorrow. Apparently we cant drive in the inch of snow were supposed to get.
0.0,Not getting anywhere with this damn job hunting over here
0.0,Lol U drunkard Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan 
0.0,idc get over here, you are not weaseling your way out of this shit twice in a row
0.0,I wil be there with in  ltgt  minutes. Got any space
0.0,Just sleeping..and surfing
0.0,Thanks for picking up the trash.
0.0,Why dont you go tell your friend youre not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
0.0,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card xxx
0.0,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
0.0,That means get the door
0.0,Your opinion about me 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
0.0,Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you 
0.0,Beerage
1.0,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now
0.0,Dont think so. It turns off like randomlly within 5min of opening
0.0,She was supposed to be but couldnt make it, shes still in town though
0.0,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
1.0,Ever thought about living a good life with a perfect partner Just txt back NAME and AGE to join the mobile community. 100pSMS
1.0,5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, 3 per pole. UnSub 08718727870.
0.0,Gud mrng dear hav a nice day
0.0,This is hoping you enjoyed your game yesterday. Sorry ive not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
0.0,All e best 4 ur driving tmr 
0.0,YWHERE U AT DOGBREATH ITS JUST SOUNDING LIKE JAN C THATS AL
0.0,Omg I want to scream. I weighed myself and I lost more weight Woohoo
0.0,There generally isnt one. Its an uncountable noun  u in the dictionary. pieces of research
0.0,its really getting me down just hanging around.
1.0,Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. TCs apply. Optout availa
0.0,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic
0.0,Ok i msg u b4 i leave my house.
0.0,Gimme a few was  ltgt  minutes ago
1.0,Last Chance Claim ur 150 worth of discount vouchers today Text SHOP to 85023 now SavaMob, offers mobile T Cs SavaMob POBOX84, M263UZ. 3.00 Sub. 16
0.0,Appt is at ltTIMEgt am. Not my fault u dont listen. I told u twice
1.0,FREE for 1st week No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16 norm150ptone
1.0,You have won a guaranteed 200 award or even 1000 cashto claim UR award call free on 08000407165 18 2 stop getstop on 88222 PHP. RG21 4JX
0.0,K Ill be there before 4.
0.0,I dled 3d its very imp
0.0,sure, but make sure he knows we aint smokin yet
0.0,Boooo you always work. Just quit.
0.0,I am taking half day leave bec i am not well
0.0,Ugh I dont wanna get out of bed. Its so warm.
0.0,Ss.nervous  ltgt 
0.0,So theres a ring that comes with the guys costumes. Its there so they can gift their future yowifes. Hint hint
1.0,Congratulations ur awarded either 500 of CD gift vouchers  Free entry 2 our 100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
0.0,I borrow ur bag ok.
1.0,U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. acsmsrewards 2 end bid notifications, reply END OUT
0.0,Wheres my boytoy I miss you ... What happened
0.0,He has lots of used ones babe, but the model doesnt help. Youi have to bring it over and hell match it up
0.0,Also are you bringing galileo or dobby
0.0,Then why you not responding
0.0,BOO BABE U ENJOYIN YOURJOB U SEEMED 2 B GETTIN ON WELL HUNNYHOPE URE OKTAKE CARE  ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.
0.0,Good afternoon starshine Hows my boytoy Does he crave me yet Ache to fuck me  sips cappuccino I miss you babe teasing kiss
0.0,On the road so cant txt
1.0,SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220CM2 9AE
1.0,25p 4 alfie Moons Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys zed 08701417012 profit 2 charity.
0.0,Have a good evening Ttyl
0.0,Hmm .. Bits and pieces lol ... sighs ...
0.0,Hahaha..use your brain dear
0.0,Hey. You got any mail
0.0,Sorry light turned green, I meant another friend wanted  ltgt  worth but he may not be around
0.0,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
1.0,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
0.0,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roadsRVx
1.0,Dear Voucher Holder, To claim this weeks offer, at you PC please go to httpwww.etlp.co.ukexpressoffer TsCs apply. To stop texts, txt STOP to 80062
0.0,Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. Weve given you ultimatum oh We are countin down to aburo. Enjoy This is the message i sent days ago
0.0,Surely result will offer
0.0,Good Morning my Dear........... Have a great amp successful day.
1.0,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
0.0,Sir, I have been late in paying rent for the past few months and had to pay a  ltgt  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and thats why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of months end. Can you please help. Thanks
1.0,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
1.0,Last chance 2 claim ur 150 worth of discount vouchersText YES to 85023 nowSavaMobmember offers mobile T Cs 08717898035. 3.00 Sub. 16 . Remove txt X or STOP
0.0,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx
0.0,Pls send me a comprehensive mail about who im paying, when and how much.
0.0,Our Prashanthettans mother passed away last night. pray for her and family.
1.0,Urgent call 09066350750 from your landline. Your complimentary 4 Ibiza Holiday or 10,000 cash await collection SAE TCs PO BOX 434 SK3 8WP 150 ppm 18 
0.0,K.kwhen are you going
0.0,Meanwhile in the shit suite xavier decided to give us  ltgt  seconds of warning that samantha was coming over and is playing jays guitar to impress her or some shit. Also I dont think doug realizes I dont live here anymore
0.0,My stomach has been thru so much trauma I swear I just cant eat. I better lose weight.
0.0,I am in officewhats the matter..msg me now.i will call you at break.
0.0,Yeah theres barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later
1.0,Todays Offer Claim ur 150 worth of discount vouchers Text YES to 85023 now SavaMob, member offers mobile T Cs 08717898035. 3.00 Sub. 16 . Unsub reply X
0.0,U reach orchard already U wan 2 go buy tickets first
0.0,I am real, baby I want to bring out your inner tigress...
0.0,No da if you run that it activate the full version da.
0.0,AH POOR BABYHOPE URFEELING BETTERSN LUV PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.
0.0,Stop the story. Ive told him ive returned it and hes saying i should not re order it.
1.0,Talk sexy Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
0.0,Going to take your babe out 
0.0,Hai ana tomarrow am coming on morning.  ltDECIMALgt  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
0.0,Spoons it is then okay
0.0,Did he just say somebody is named tampa
0.0,In work now. Going have in few min.
0.0,Your brother is a genius
0.0,Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two Ill text you
0.0,Did u find out what time the bus is at coz i need to sort some stuff out.
0.0,Dude ive been seeing a lotta corvettes lately
1.0,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 TsCs www.smsco.net 1.50pm approx 3mins
0.0,Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it dont matter
1.0,PRIVATE Your 2003 Account Statement for 07808 XXXXXX shows 800 unredeemed S. I. M. points. Call 08719899217 Identifier Code 41685 Expires 071104
1.0,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down I need your address and dob asap. Ta r
1.0,What do U want for Xmas How about 100 free text messages  a new video phone with half price line rental Call free now on 0800 0721072 to find out more
0.0,Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved
0.0,Its going good...no problem..but still need little experience to understand american customer voice...
0.0,Ill text you when I drop x off
0.0,Ugh its been a long day. Im exhausted. Just want to cuddle up and take a nap
0.0,Talk With Yourself Atleast Once In A Day... Otherwise You Will Miss Your Best FRIEND In This WORLD... Shakespeare SHESIL  ltgt
1.0,Shop till u Drop, IS IT YOU, either 10K, 5K, 500 Cash or 100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary
0.0,Are you in castor You need to see something
1.0,Sunshine Quiz Wkly Q Win a top Sony DVD player if u know which country Liverpool played in mid week Txt ansr to 82277. 1.50 SPTyrone
1.0,U have a secret admirer who is looking 2 make contact with Ufind out who they Rreveal who thinks UR so specialcall on 09058094565
1.0,U have a Secret Admirer who is looking 2 make contact with Ufind out who they Rreveal who thinks UR so specialcall on 09065171142stopsms08
1.0,Reminder You have not downloaded the content you have already paid for. Goto httpdoit. mymoby. tv to collect your content.
0.0,see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.
0.0,I love to give massages. I use lots of baby oil... What is your fave position
0.0,Dude we should go sup again
0.0,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
0.0,Gibbs unsold.mike hussey
0.0,I like to talk pa but am not able to. I dont know y.
0.0,Y dun cut too short leh. U dun like ah She failed. Shes quite sad.
0.0,You unbelievable faglord
0.0,Wife.how she knew the time of murder exactly
0.0,Why do you ask princess
0.0,I am great princess What are you thinking about me 
0.0,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
0.0,Its ok i noe ure busy but im really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
0.0,Doesnt g have class early tomorrow and thus shouldnt be trying to smoke at  ltgt
0.0,Superb Thought Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.
0.0,Hope you are having a good week. Just checking in
0.0,Im used to it. I just hope my agents dont drop me since ive only booked a few things this year. This whole me in boston, them in nyc was an experiment.
0.0,Thursday night Yeah, sure thing, well work it out then
1.0,Your free ringtone is waiting to be collected. Simply text the password MIX to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16
0.0,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
0.0,How is it possible to teach you. And where.
0.0,I wonder if your phone battery went dead  I had to tell you, I love you babe
0.0,Lovely smell on this bus and it aint tobacco... 
0.0,Were all getting worried over here, derek and taylor have already assumed the worst
0.0,Hey whats up charles sorry about the late reply.
1.0,all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes Win Nookii games with Flirt Click TheMob WAP Bookmark or text WAP to 82468
0.0,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
0.0,WHITE FUDGE OREOS ARE IN STORES
1.0,January Male Sale Hot Gay chat now cheaper, call 08709222922. National rate from 1.5pmin cheap to 7.8pmin peak To stop texts call 08712460324 10pmin
0.0,My love  How come it took you so long to leave for Zahers I got your words on ym and was happy to see them but was sad you had left. I miss you
0.0,I am sorry it hurt you.
0.0,Cant. I feel nauseous. Im so pissed. I didnt eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now Im not hungry 
0.0,Ok lor but not too early. Me still having project meeting now.
0.0,Call me da, i am waiting for your call.
0.0,I could ask carlos if we could get more if anybody else can chip in
0.0,Was actually about to send you a reminder today. Have a wonderful weekend
0.0,When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They dont know that Iam addicted to my sweet Friends.. BSLVYL
0.0,Hey you gave them your photo when you registered for driving ah Tmr wanna meet at yck 
0.0,Dont talk to him ever ok its my word.
0.0,When u wana see it then
0.0,On ma way to school. Can you pls send me ashleys number
0.0,It shall be fine. I have avalarr now. Will hollalater
0.0,She went to attend another two rounds today..but still didt reach home..
0.0,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
0.0,K, wait chikku..il send aftr  ltgt mins
0.0,But Im on a diet. And I ate 1 too many slices of pizza yesterday. Ugh Im ALWAYS on a diet.
0.0,Ki will give my kvb acc details
0.0,Oh all have to come ah
1.0,money you r a lucky winner  2 claim your prize text money 2 88600 over 1million to give away  ppt150x3normal text rate box403 w1t1jy
0.0,Im really sorry i wont b able 2 do this friday.hope u can find an alternative.hope yr terms going ok
0.0,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
0.0,So do you have samus shoulders yet
0.0,What time you think youll have it Need to know when I should be near campus
1.0,Dear Matthew please call 09063440451 from a landline, your complimentary 4Lux Tenerife holiday or 1000 CASH await collection. ppm150 SAE TCs Box334 SK38XH.
0.0,Then dun wear jeans lor...
0.0,Since when, which side, any fever, any vomitin.
0.0,Kk.are you in college
1.0,Urgent call 09061749602 from Landline. Your complimentary 4 Tenerife Holiday or 10,000 cash await collection SAE TCs BOX 528 HP20 1YF 150ppm 18
0.0,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
0.0,No we sell it all so well have tons if coins. Then sell our coins to someone thru paypal. Voila Money back in life pockets
0.0,Theyre doing it to lots of places. Only hospitals and medical places are safe.
1.0,How about getting in touch with folks waiting for company Just txt back your NAME and AGE to opt in Enjoy the community 150pSMS
0.0,And also Ive sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
0.0,I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones
0.0,I cant wait to see you How were the photos were useful 
1.0,Ur cashbalance is currently 500 pounds  to maximize ur cashin now send GO to 86688 only 150pmsg. CC 08718720201 PO BOX 11414 TCRW1
0.0,Hey i booked the kb on sat already... what other lessons are we going for ah Keep your sat night free we need to meet and confirm our lodging 
0.0,Chk in ur belovd ms dict
0.0,Is that what time you want me to come
0.0,Awesome, lemme know whenever youre around
0.0,Shb b ok lor... Thanx...
0.0,Beautiful Truth against Gravity.. Read carefully Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.. GOOD NIGHT
0.0,Also remember to get dobbys bowl from your car
1.0,Filthy stories and GIRLS waiting for your
0.0,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr ull have a brand new room 2 sleep in...
0.0,Love isnt a decision, its a feeling. If we could decide who to love, then, life would be much simpler, but then less magical
0.0,Welp apparently he retired
0.0,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm ive sent this to the right person
0.0,Where 
0.0,U sure u cant take any sick time
1.0,URGENT We are trying to contact U. Todays draw shows that you have won a 800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
0.0,Watching cartoon, listening music amp at eve had to go temple amp church.. What about u
0.0,Yo chad which gymnastics class do you wanna take The site says Christians class is full..
0.0,Are you this much buzy
0.0,Or better still can you catch her and let ask her if she can sell  ltgt  for me.
0.0,I am not sure about night menu. . . I know only about noon menu
0.0,What do u want when i come back.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
0.0,Are you willing to go for aptitude class.
0.0,It wont b until 2.15 as trying 2 sort house out, is that ok
0.0,Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U
0.0,Haha awesome, omw back now then
0.0,Yup i thk so until e shop closes lor.
0.0,what is your account number
0.0,Eh u send wrongly lar...
0.0,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch Thanx but u wait til nxt time il ave ya 
0.0,Ok i shall talk to him
0.0,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
0.0,Hey you can pay. With salary de. Only  ltgt .
0.0,Another month. I need chocolate weed and alcohol.
0.0,If he started searching he will get job in few days.he have great potential and talent.
0.0,Reckon need to be in town by eightish to walk from  carpark.
1.0,Congrats 2 mobile 3G Videophones R yours. call 09063458130 now videochat wid your mates, play java games, Dload polyPH music, noline rentl.
0.0,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
0.0,Yo guess what I just dropped
0.0,Carlos says hell be at mu in  ltgt  minutes
0.0,Im in office now . I will call you  ltgt  min
0.0,Geeee ... I miss you already, you know  Your all I can think about. Fuck, I cant wait till next year when we will be together ... loving kiss
0.0,Yun ah.the ubi one say if  wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.n
0.0,Ugh. Gotta drive back to sd from la. My butt is sore.
0.0,26th OF JULY
0.0,Hi im having the most relaxing time ever we have to get up at 7am every day was the party good the other night I get home tomorrow at 5ish.
0.0,Up to ...  wan come then come lor... But i din c any stripes skirt...
0.0,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead amp wish U Merry Xmas...
0.0,I cant, I dont have her number
0.0,Change again... Its e one next to escalator...
0.0,Yetunde im in class can you not run water on it to make it ok. Pls now.
0.0,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been 
0.0,Then  wait 4 me at bus stop aft ur lect lar. If i dun c  then i go get my car then come back n pick .
0.0,Aight will do, thanks again for comin out
0.0,No..but heard abt tat..
1.0,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am11pm as you have WON a guaranteed 1000 cash or 5000 prize
0.0,Yes..he is really great..bhaji told kallis best cricketer after sachin in world.very tough to get out.
0.0,ltgt  am I think Should say on syllabus
0.0,Umma. Did she say anything
0.0,Give me a sec to think think about it
1.0,Panasonic  BluetoothHdset FREE. Nokia FREE. Motorola FREE  DoubleMins  DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
0.0,I dont quite know what to do. I still cant get hold of anyone. I cud pick you up bout 7.30pm and we can see if theyre in the pub
0.0,Poyyarikatur,kolathupalayam,unjalur post,erode dis, ltgt .
0.0,Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  ltEMAILgt ,kerala
0.0,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
0.0,I just got home babe, are you still awake 
0.0,I dunno they close oredi not...  v ma fan...
0.0,Just buy a pizza. Meat lovers or supreme. U get to pick.
0.0,Ya, told..she was asking wats matter
0.0,Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoohappy bakrid
1.0,FREE for 1st week No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150ptone 16
0.0,Shall i send that exe to your mail id.
0.0,Nope watching tv at home... Not going out. V bored...
0.0,Don know..wait i will check it.
0.0,Good afternoon on this glorious anniversary day, my sweet J  I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You CougarPen
1.0,Guess what Somebody you know secretly fancies you Wanna find out who it is Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150pmin 18
0.0,We still on for tonight
0.0,May i call You later Pls
0.0,Hasnt that been the pattern recently crap weekends
0.0,I have a sore throat. Its scratches when I talk
0.0,Yes da. Any plm at ur office
0.0,Are you not around or just still asleep V
0.0,Lol you forgot it eh  Yes, Ill bring it in babe
0.0,Its good, well find a way
0.0,Can not use foreign stamps in this country. Good lecture .
0.0,Yup bathe liao...
0.0,HAPPY NEW YEAR MY NO.1 MAN
0.0,OH MR SHEFFIELD You wanna play THAT game, okay. Youre the boss and Im the nanny. You give me a raise and Ill give YOU one
0.0,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
0.0,Hello baby, did you get back to your moms  Are you setting up the computer now  Filling your belly  How goes it loverboy  I miss you already ... sighs
0.0,No my blankets are sufficient, thx
0.0,naughty little thought its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt... Gud nyt
0.0,Edison has rightly said, A fool can ask more questions than a wise man can answer Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT
0.0,They just talking thats it de. They wont any other.
0.0,Today am going to college so am not able to atten the class.
0.0,Im in class. Will holla later
0.0,Easy ahsen got selected means its good..
0.0,Mmm thats better now i got a roast down me id b better if i had a few drinks down me 2 Good indian
1.0,We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p
0.0,Come round, its . 
0.0,Do 1 thing Change that sentence into Because i want 2 concentrate in my educational career im leaving here..
1.0,1000s flirting NOW Txt GIRL or BLOKE  ur NAME  AGE, eg GIRL ZOE 18 to 8007 to join and get chatting
0.0,I walked an hour 2 c u doesnt that show I care y wont u believe im serious
1.0,18 days to Euro2004 kickoff U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
0.0,Are you available for soiree on June 3rd
0.0,Do u noe wat time e place dat sells 4d closes
0.0,I got another job The one at the hospital doing data analysis or something, starts on monday Not sure when my thesis will got finished
0.0,Jays getting really impatient and belligerent
0.0,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF  RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK U BAK AT COLLEGE YET MY WORK SENDS INK 2 BATH.
0.0,Im at work. Please call
0.0,Then u drive lor.
0.0,Ard 515 like dat. Y
0.0,Tell me theyre female V howre you throwing in Were deciding what all to get now
1.0,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to D VIOLET E TULIP F LILY txt D E or F to 84025 NOW 4 chance 2 WIN 100 Cash WKENT150P16
0.0,Im working technical support voice process.networking field.
0.0,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
0.0,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point Have good eve.
1.0,We have new local dates in your area  Lots of new people registered in YOUR AREA. Reply DATE to start now 18 only www.flirtparty.us REPLYS150
0.0,Thats fine, Ill bitch at you about it later then
0.0,No my mum went 2 dentist.
0.0,Once free call me sir. I am waiting for you.
0.0,Meeting u is my work. . . Tel me when shall i do my work tomorrow
1.0,Someone U know has asked our dating service 2 contact you Cant Guess who CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
0.0,Jus finish bathing...
0.0,alright, Ill make sure the car is back tonight
1.0,URGENT We are trying to contact U. Todays draw shows that you have won a 800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
1.0,Dear Uve been invited to XCHAT. This is our final attempt to contact u Txt CHAT to 86688
0.0,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
0.0,Aight ill get on fb in a couple minutes
0.0,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
0.0,Where can download clear movies. Dvd copies.
0.0,Yep, by the pretty sculpture
0.0,Convey my regards to him
0.0,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
0.0,You tell what happen dont behave like this to me. Ok no need to say
0.0,Can u get pic msgs to your phone
0.0,Send to someone else 
0.0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem
0.0,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I dont have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
0.0,FRNDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t
0.0,I dont think he has spatula hands
0.0,You can never do NOTHING
1.0,You are awarded a SiPix Digital Camera call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p3.99
0.0,Goodmorning today i am late for  ltDECIMALgt min.
1.0,WIN URGENT Your mobile number has been awarded with a 2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
0.0,Please da call me any mistake from my side sorry da. Pls da goto doctor.
0.0,Where r we meeting
